,satisfaction,review,projects,avg_hrs_month,tenure,promoted,department,salary
1624,0.6692550006007033,0.5229671294579377,3,181.20818949968907,5.0,0,operations,low
1625,0.6035010963774607,0.6796502740510858,3,183.08177254602447,6.0,0,marketing,medium
1626,0.5908517671368168,0.6516606138594554,4,179.99720743753943,5.0,0,retail,medium
1627,0.7126773070604528,0.5655094949379205,3,182.76817134900813,6.0,0,operations,medium
1628,0.6278237792055259,0.6289255669013936,3,180.40798889310776,5.0,0,marketing,medium
1629,0.5852523155338506,0.5952833618159196,3,185.7905301708369,7.0,0,retail,medium
1630,0.6895625238335586,0.6645793024765168,3,179.93943056748006,5.0,0,sales,low
1631,0.5018755617287938,0.6783149831259837,4,180.57925250040583,5.0,0,operations,medium
1632,0.632272758948397,0.5725611996944664,4,180.3671855298362,5.0,1,sales,medium
1633,0.6384262036826994,0.5872116977336511,3,179.07177969033705,5.0,0,admin,medium
1634,0.5648322210310109,0.6297505030162176,3,182.37631870648383,6.0,0,sales,medium
1635,0.5595009791978244,0.6560571231536528,3,183.6620822551526,6.0,0,admin,medium
1636,0.4024108221817039,0.71275490065207,4,184.58672678822148,7.0,0,operations,low
1637,0.7448646868765156,0.606099665557467,3,180.10062608897027,5.0,0,sales,high
1638,0.7400141802869553,0.5550380701515311,4,180.630570068033,5.0,0,finance,medium
1639,0.5895316318775786,0.6937217126787225,3,179.43251562083063,5.0,0,sales,medium
1640,0.4768554325037112,0.7847677519862308,3,182.55717730320765,6.0,0,marketing,medium
1641,0.5746638293640648,0.6150280059270375,4,183.1192868338012,6.0,0,sales,low
1642,0.7367926733564946,0.5893197350043566,3,181.8813561608436,6.0,0,retail,medium
1643,0.4759977831677897,0.738098685587851,3,182.55521557907525,6.0,0,support,high
1644,0.7552835124788596,0.5033667802941095,3,185.6928669826966,7.0,0,retail,medium
1645,0.6354726138636756,0.5597220649999375,3,181.9978052849832,6.0,0,retail,medium
1646,0.6349778487220342,0.6193026698875488,3,181.697583569521,6.0,0,sales,medium
1647,0.6447249754497966,0.663631048663158,4,178.54958934166862,5.0,1,retail,medium
1648,0.6727247743376865,0.5366811538713503,4,177.4757148237609,4.0,0,operations,medium
1649,0.7683985565467338,0.5749544016274408,3,182.6439357379229,6.0,0,operations,medium
1650,0.4445786128159281,0.6486482457557758,4,182.4612646209029,6.0,1,finance,medium
1651,0.7487986658141633,0.6692307158980472,4,179.74257070157446,5.0,0,marketing,medium
1652,0.6980125642591957,0.5811550494863136,3,180.1774423023223,5.0,0,admin,medium
1653,0.5555590846778493,0.6152537517295584,3,182.36079398629715,6.0,0,sales,high
1654,0.587951322578774,0.6514807214757514,2,181.83600950649927,6.0,1,engineering,medium
1655,0.5466142257645709,0.642125719387639,4,180.5527909569302,5.0,0,support,low
1656,0.7261227459717852,0.5792927153222214,3,181.64666478927887,6.0,0,engineering,medium
1657,0.6598765970058825,0.6275874664934428,3,183.05611055425908,6.0,0,admin,medium
1658,0.6344085482859176,0.6756438747434483,4,181.6668867494893,6.0,0,sales,high
1659,0.6981266017222637,0.561918840334703,3,180.34241920992125,5.0,0,admin,medium
1660,0.4335573762124449,0.6691025311547179,2,182.26623985774367,6.0,0,sales,high
1661,0.6562154613098569,0.5300762329996379,3,183.4660819109509,6.0,0,retail,medium
1662,0.5007696285422265,0.6660001085819204,4,182.31726371830803,6.0,0,logistics,medium
1663,0.7430449940620508,0.655447159352045,3,179.2010871579436,5.0,0,engineering,low
1664,0.6747094469926239,0.6112572882672893,4,182.5716719036357,6.0,0,operations,medium
1665,0.5902184573146827,0.6510985130920129,4,179.9600706855765,5.0,0,admin,medium
1666,0.5478710846233454,0.7371106893716864,4,180.39494462791976,5.0,0,retail,medium
1667,0.5516890456993738,0.5977464524677205,3,186.5050187320844,7.0,0,engineering,medium
1668,0.7205080729271702,0.5709256991062212,4,181.0682404800663,5.0,0,sales,low
1669,0.9850667958579228,0.56046370490259,3,175.1375852260905,3.0,0,marketing,low
1670,0.6300035662770668,0.6818137044483035,4,175.62692694659216,4.0,0,sales,medium
1671,0.5213831377380629,0.6383717403465674,3,181.51344094141447,6.0,0,marketing,medium
1672,0.6122248071214736,0.6413707456864329,3,184.3977841993176,6.0,0,retail,medium
1673,0.6098034002747516,0.6080666810617873,4,184.0852537569629,6.0,0,retail,low
1674,0.6929131115163878,0.6267508064988697,4,179.07648653534977,5.0,0,retail,medium
1675,0.699134819401125,0.6224005866919923,4,179.08327699917598,5.0,0,sales,medium
1676,0.4819894173039896,0.6967012979095486,4,181.5463826194797,6.0,0,sales,low
1677,0.4792568739883835,0.7003556865645147,3,176.81415700591333,4.0,0,logistics,medium
1678,0.6134160047758572,0.5954124904710685,3,182.17283757906003,6.0,0,engineering,high
1679,0.7370497305290585,0.5727576740578172,3,180.350041037466,5.0,0,retail,medium
1680,0.6979464427971647,0.5983101759193425,3,181.47424373422564,5.0,0,retail,medium
1681,0.6135916334486151,0.7392923342209363,4,175.45012749349644,3.0,0,finance,medium
1682,0.6998606756282962,0.6076334319660408,3,179.67316735604325,5.0,0,operations,medium
1683,0.5613791169226385,0.6181365751625307,4,180.1283960488928,5.0,0,retail,medium
1684,0.4406551537202769,0.6896689793222399,3,180.79991586627148,5.0,0,engineering,medium
1685,0.4939058923300795,0.7372885236684439,3,179.3823864325978,5.0,0,engineering,medium
1686,0.4726592119758797,0.6211780439153542,4,178.15664308923772,4.0,0,engineering,medium
1687,0.7307834997960514,0.5565379907299948,4,182.3525006038704,6.0,0,support,medium
1688,0.6479470369867896,0.6302345742655514,3,180.77328326903387,5.0,0,engineering,low
1689,0.692865178192272,0.6417240240631619,3,183.21572542719,6.0,0,sales,high
1690,0.5737501457024207,0.6252831496967092,3,182.4635732127168,6.0,0,operations,medium
1691,0.6475842536379955,0.5704159715895232,4,184.29163935468344,6.0,1,retail,medium
1692,0.7373176824413915,0.7082345639600668,3,180.2064160452101,5.0,0,sales,medium
1693,0.4783911547864129,0.5999479722662713,3,183.6867467735035,6.0,0,finance,medium
1694,0.4859934557098876,0.744412684927143,3,183.3809519427736,6.0,0,IT,medium
1695,0.6691464175142671,0.5990268538925695,3,184.0827513201857,6.0,0,engineering,medium
1696,0.4992942953917032,0.7351286594849408,4,180.71982848663995,5.0,0,sales,medium
1697,0.5022492161580537,0.6802940065428766,3,181.192559124855,5.0,0,sales,medium
1698,0.8369370715823053,0.6698932145603633,3,174.1704452686186,3.0,0,sales,low
1699,0.5141537256492054,0.6592414716185194,3,185.73557827622463,7.0,0,operations,medium
1700,0.6308498554229096,0.6479248725421431,4,180.49081396839705,5.0,0,sales,medium
1701,0.461854569514262,0.7085567422825672,4,180.6207274664756,5.0,0,sales,medium
1702,0.8543802946906226,0.5186206287634739,3,179.77330398376898,5.0,0,operations,high
1703,0.7978470663441181,0.5231680081232724,3,180.49200000910184,5.0,0,support,medium
1704,0.5969095344347859,0.6482532209726422,3,181.04325747263115,5.0,0,marketing,high
1705,0.8290600923518793,0.551285367753787,4,177.92392052972914,4.0,0,retail,high
1706,0.5106105426891795,0.6695625659483369,3,182.32280968246428,6.0,0,retail,low
1707,0.5972308115848501,0.6516863234187447,3,180.3315780705025,5.0,0,operations,medium
1708,0.5407956324191368,0.6510747295845929,3,184.3993713503664,6.0,0,operations,medium
1709,0.5589595618543862,0.7251172377049604,4,182.5188232685213,6.0,0,marketing,medium
1710,0.5447328418376567,0.6504118678655771,3,182.80864451783808,6.0,0,sales,medium
1711,0.5142727091663196,0.6695544795202233,4,179.85903557170448,5.0,0,engineering,medium
1712,0.6955829903657702,0.5427545399155278,3,183.1593679732851,6.0,0,sales,low
1713,0.7157482188231598,0.6184253630490566,3,179.87410208970317,5.0,0,support,medium
1714,0.8376894531684757,0.5556916908662618,3,181.9288320006904,6.0,0,IT,medium
1715,0.8379452843662863,0.5166291921694953,3,179.90473595120767,5.0,0,admin,medium
1716,0.6468053817363569,0.6565530329182283,3,180.59585119502827,5.0,0,admin,medium
1717,0.6862337838713944,0.6575694650789231,3,175.26462917624286,3.0,0,retail,medium
1718,0.5904413434579183,0.6141413287912102,3,186.41322610974888,7.0,0,engineering,medium
1719,0.5533631960521362,0.6401020608163684,3,181.585583163874,6.0,0,retail,medium
1720,0.7012000986012805,0.6240833943299258,3,179.58203569968208,5.0,0,retail,medium
1721,0.7718400705112737,0.5387291535913586,4,178.30776183304357,4.0,0,engineering,high
1722,0.7000168777826702,0.5337180426661602,4,178.80548163938667,5.0,0,engineering,medium
1723,0.4729929870655054,0.6442660846896067,2,184.91286906614283,7.0,0,operations,medium
1724,0.5251845413571867,0.6215830219767109,4,184.73345458409352,7.0,0,marketing,low
1725,0.7406841214269222,0.6038671972206804,3,179.06027162913466,5.0,0,sales,medium
1726,0.7540454380141152,0.5786216267579892,3,179.0428265806881,5.0,0,retail,medium
1727,0.76750287725422,0.6272289500084143,4,178.4639170481267,4.0,0,sales,medium
1728,0.751787503601044,0.5647995834302202,4,179.758619705926,5.0,0,marketing,medium
1729,0.4474941963556473,0.6540536771903221,3,180.67896459271813,5.0,0,retail,medium
1730,0.6056046098502437,0.6585780592905306,4,185.9885142944057,7.0,0,engineering,low
1731,0.900041597907086,0.4901272168896176,4,180.05525954870794,5.0,0,operations,medium
1732,0.5910105364600872,0.6215064829052668,4,182.6645353709104,6.0,0,sales,medium
1733,0.5694279096734204,0.6199563661221477,3,182.2247296312256,6.0,0,engineering,medium
1734,0.6670495492547311,0.5777323626954993,4,186.15093942678763,7.0,0,operations,low
1735,0.37000014760721,0.7297326083101341,3,182.5929123416327,6.0,0,engineering,medium
1736,0.5425509091201471,0.6606071415993188,4,180.4883202248481,5.0,0,engineering,high
1737,0.6500956568506082,0.6471975791798104,3,180.3200450147026,5.0,0,sales,medium
1738,0.5847521289483807,0.6774154869974005,4,182.0758806517988,6.0,0,sales,low
1739,0.7289486237039511,0.6346415128350251,2,176.3653261412281,4.0,0,finance,high
1740,0.7224062876324859,0.6079613016364797,3,179.12559211022213,5.0,0,operations,medium
1741,0.4900829113665674,0.6723188058820617,4,182.25428320385888,6.0,0,finance,medium
1742,0.5953840028294027,0.6467509722595308,4,183.4212988759664,6.0,0,support,high
1743,0.5791997290854115,0.5946834735489757,4,184.9153762751692,7.0,0,engineering,medium
1744,0.5675568586049957,0.6957859395653476,3,178.47580761211734,4.0,0,finance,medium
1745,0.6464798675531258,0.628116933778134,3,178.28099042795927,4.0,0,operations,medium
1746,0.7577118808334526,0.5866093895941207,4,179.2149635510514,5.0,0,retail,medium
1747,0.6494794953337454,0.6049101538774906,3,182.6553816063084,6.0,0,engineering,medium
1748,0.4586801920773613,0.6551032740964461,3,178.04553313550298,4.0,0,support,medium
1749,0.5204990177313141,0.679623210869974,3,176.88577655874258,4.0,0,engineering,medium
1750,0.6759570995303515,0.6749745159541594,3,183.7444487234468,6.0,0,support,medium
1751,0.5558901951161641,0.6677303859317504,3,180.40708028241195,5.0,0,support,low
1752,0.5837995439293481,0.749353233429914,3,176.57467232048572,4.0,0,logistics,medium
1753,0.7293924582859136,0.5239979337876349,3,182.02737796689016,6.0,0,engineering,medium
1754,0.6898857950188995,0.5336596300724328,3,181.14818573963072,5.0,0,finance,medium
1755,1.0000000000000002,0.4052502897283068,4,180.04645629345518,5.0,0,admin,medium
1756,0.4443583577891247,0.7764176482958034,3,180.3827843453688,5.0,0,operations,medium
1757,0.7605666289557454,0.4960951209299342,3,184.1472232562163,6.0,0,engineering,medium
1758,0.8552234475361334,0.4795448783050344,3,182.43287006873825,6.0,0,support,high
1759,0.6332660572244001,0.5530509665795507,4,185.56878535678544,7.0,0,admin,low
1760,0.6867983688429758,0.5989618466586963,3,181.15423871578471,5.0,0,operations,medium
1761,0.7583531056494496,0.5503913612742255,3,179.70122695541815,5.0,0,engineering,low
1762,0.4891262722080322,0.5988699248640156,3,181.9289507994488,6.0,0,support,medium
1763,0.4774765843514442,0.7293909845559359,2,180.2183991159124,5.0,0,engineering,low
1764,0.5401079396255822,0.6080269193614536,3,182.38583032601667,6.0,0,admin,medium
1765,0.6367685373603035,0.6406882842114798,4,181.5147459718321,6.0,1,retail,high
1766,0.5463465275972633,0.5893073898462571,4,182.0104482011752,6.0,0,retail,low
1767,0.4658578360174655,0.7132754526107414,3,185.003497563101,7.0,0,marketing,low
1768,0.6363426046292648,0.5601189339240982,3,183.87295823181407,6.0,0,operations,high
1769,0.5929988992585942,0.6447304638134137,3,181.3642316954267,5.0,0,operations,high
1770,0.7501119260734337,0.5063792642133083,2,185.15315931433656,7.0,0,engineering,medium
1771,0.7028783288939602,0.6541214463406906,3,181.36716711185605,5.0,0,IT,high
1772,0.7762295662277147,0.6006371467655542,4,180.28178553294703,5.0,0,operations,low
1773,0.4395204330430713,0.726024768052216,3,184.37045479717665,6.0,0,sales,low
1774,0.3889146340254118,0.6562845160452285,4,180.6253199499112,5.0,0,engineering,medium
1775,0.4514626620642613,0.7340619224519737,3,182.78239878122733,6.0,0,sales,high
1776,0.577224591493617,0.6273416006671255,4,182.45735568258425,6.0,0,marketing,medium
1777,0.704808504882776,0.6088348347701185,4,177.95626757241328,4.0,0,operations,high
1778,0.6076439534511285,0.6507594607674725,4,179.95631508644863,5.0,0,support,medium
1779,0.5675876963610998,0.6172776736494898,3,181.9597783515356,6.0,0,marketing,medium
1780,0.5200718986271331,0.745036039695268,3,182.47165181198395,6.0,0,sales,medium
1781,0.3761939077640561,0.761712813387564,4,182.0986808120395,6.0,1,finance,medium
1782,0.7334937092630179,0.5547886353383592,3,182.82563188586133,6.0,0,sales,low
1783,0.7007069242583902,0.5561647217308183,3,182.3496084739301,6.0,0,support,medium
1784,0.5320727498368203,0.7652378519935323,3,180.6285972823061,5.0,0,operations,low
1785,0.4364363995575003,0.71114613265274,4,183.03508772084467,6.0,0,operations,medium
1786,0.6692299277194207,0.6705792301860408,3,181.0305582314625,5.0,0,operations,low
1787,0.7057276693173768,0.6141324823694607,4,181.42585851183333,5.0,0,sales,medium
1788,0.6474773099958007,0.5619991208547166,3,183.45355778271983,6.0,0,support,low
1789,0.7336089884908438,0.6051757576542349,4,180.7130790953257,5.0,0,operations,medium
1790,0.7074611606872686,0.5276980355179238,3,179.65862447206084,5.0,0,engineering,medium
1791,0.5765945254781091,0.6760599332618793,3,180.6003671719559,5.0,0,engineering,medium
1792,0.5796970164686186,0.7161154233659626,4,182.9433754986612,6.0,0,logistics,medium
1793,0.7115271698130116,0.6334380194418425,4,182.88882373307703,6.0,0,admin,medium
1794,0.8223520887252952,0.4808632718721963,4,183.3953050022734,6.0,0,IT,medium
1795,0.470262779240346,0.675736803496219,3,183.74232905131143,6.0,0,engineering,medium
1796,0.646969729576253,0.5960100054381905,3,178.58806512150247,5.0,0,operations,high
1797,0.5798004640616117,0.6894937542899333,3,183.2355367296074,6.0,0,sales,medium
1798,0.6398235372183732,0.6375063942639208,3,183.4196648599396,6.0,0,engineering,medium
1799,0.5141410842792684,0.6693720472516189,3,181.8947842231509,6.0,0,retail,medium
1800,0.6693317372862142,0.6090255913445435,4,180.32108924020588,5.0,0,engineering,low
1801,0.7982361692023728,0.4735610403979207,4,181.24659873876013,5.0,0,sales,low
1802,0.3857864932394528,0.7349751884694691,4,182.52399614244013,6.0,0,marketing,medium
1803,0.6123842941554278,0.5523359724323316,4,183.68729547067844,6.0,0,sales,low
1804,0.6763254312718067,0.6295373242901986,3,177.45550050626312,4.0,0,sales,low
1805,0.6677629207485896,0.6046372752400129,3,182.99576294664533,6.0,0,support,high
1806,0.5398316664239492,0.6426360237139301,3,182.8227309958499,6.0,0,retail,high
1807,0.3139225576244659,0.7386493430783898,3,183.6618269032196,6.0,0,sales,medium
1808,0.6516406790333789,0.6864004740178277,2,181.90662903242057,6.0,0,sales,medium
1809,0.5657936293128681,0.5844253987233472,3,182.3422539856144,6.0,1,retail,medium
1810,0.5168747835168307,0.7156009924275029,3,179.85301414232003,5.0,0,operations,medium
1811,0.6862478639426568,0.6143648505749666,3,179.7658397447824,5.0,0,retail,medium
1812,0.615193255731142,0.5540751937954923,3,184.3287872154745,6.0,0,engineering,medium
1813,0.6511665717573216,0.5837232947932142,3,182.4815235746828,6.0,0,retail,medium
1814,0.8358869388701383,0.5988054191185314,3,179.42374871551405,5.0,0,engineering,medium
1815,0.7227286715241017,0.5739392145447022,3,181.53730449969143,6.0,0,marketing,medium
1816,0.6694447599838889,0.6937892831892016,3,179.3426997728736,5.0,0,marketing,medium
1817,0.5683223559915552,0.7164498807537902,3,182.4305027819433,6.0,0,retail,low
1818,0.3998972123157489,0.6274899941878695,3,185.56975512186628,7.0,0,logistics,low
1819,0.7903915062829504,0.5422627400012804,4,184.1321534123208,6.0,0,support,medium
1820,0.4508956198625562,0.6408354099849981,3,186.2243756127185,7.0,0,sales,high
1821,0.6029435877655862,0.6740649982085368,3,177.7996580052775,4.0,0,engineering,medium
1822,0.6835064737384604,0.5955690457141685,3,182.3945920516588,6.0,0,finance,high
1823,0.5778095635426448,0.7728502089403735,3,180.6637410889041,5.0,0,sales,low
1824,0.4469473457839024,0.6383704360824021,4,183.40163985690128,6.0,0,support,high
1825,0.5709186183618055,0.5394100058059009,3,182.81537499505043,6.0,0,sales,medium
1826,0.5645351399512517,0.6136708458735816,4,182.8769392969068,6.0,0,retail,medium
1827,0.6993391515726036,0.6874704015785132,4,175.4385653256072,3.0,0,engineering,medium
1828,0.5056393018972246,0.6831974866502826,4,185.6704801916724,7.0,0,retail,medium
1829,0.6078266662138223,0.6655121558604407,3,185.2774874591332,7.0,0,support,medium
1830,0.5024225450496137,0.6322839472076194,3,187.7281703517876,8.0,0,operations,low
1831,0.5197699801772322,0.7609408033592198,3,180.10103692717524,5.0,0,sales,medium
1832,0.5122347668059566,0.6798957200953141,2,181.8860719848448,6.0,0,sales,medium
1833,0.6734437625488972,0.5806727067167079,3,181.88439405872936,6.0,0,marketing,medium
1834,0.4601918495249125,0.6393811802169097,3,189.92195616206897,8.0,0,sales,medium
1835,0.7402701366538942,0.6025736048189848,3,179.0606446389708,5.0,1,sales,medium
1836,0.6433575405456418,0.6598137405454851,4,177.4556100191746,4.0,0,finance,medium
1837,0.5617478178528703,0.5884899077627183,3,181.228941791576,5.0,0,engineering,medium
1838,0.6121974791004021,0.5363875936705766,3,183.91512140161524,6.0,0,sales,medium
1839,0.5591364017444843,0.5591480851922097,3,183.4382582532866,6.0,0,retail,low
1840,0.6946177533242779,0.6145680453524915,3,179.9054628237616,5.0,0,support,medium
1841,0.5831760015260826,0.6099552336144156,3,185.0840176211462,7.0,0,operations,medium
1842,0.5976174262519558,0.6970624196942563,4,181.22213064081816,5.0,0,engineering,medium
1843,0.5388440177898229,0.530903440059769,3,183.7530098685648,6.0,0,admin,medium
1844,0.6173507869104751,0.6655729227398745,3,183.859994117704,6.0,0,operations,medium
1845,0.5880981707464555,0.6304630823710233,4,179.3410113768274,5.0,0,retail,low
1846,0.9225089456420368,0.5333567482913391,3,178.8690583589988,5.0,0,engineering,medium
1847,0.5662504109849686,0.6844369368281673,3,180.49713579573768,5.0,0,sales,high
1848,0.7588853683592018,0.5636277352761734,4,181.8192840118288,6.0,0,retail,medium
1849,0.5989906004533361,0.5660327013955688,3,179.23025589577188,5.0,0,marketing,medium
1850,0.5951372386242461,0.666820623498388,4,181.63568824268748,6.0,1,retail,medium
1851,0.4286361890537088,0.7251622631933433,3,183.1065487499803,6.0,0,sales,medium
1852,0.7706254563181877,0.6383020551633922,3,176.5488481544112,4.0,0,operations,medium
1853,0.5234863963337423,0.7642149832774667,3,182.73954162020075,6.0,0,retail,medium
1854,0.6134930822217443,0.7453801340159353,4,176.85892122953433,4.0,0,engineering,medium
1855,0.5257155205936636,0.7536840015432726,4,180.8567333580611,5.0,0,engineering,low
1856,0.6205312120411038,0.685546758192348,3,184.3672542449355,6.0,0,support,medium
1857,0.6334234519938765,0.7562682056717089,3,177.53973360326066,4.0,0,operations,medium
1858,0.4737879005030092,0.7209067242920459,4,182.4807571269026,6.0,0,sales,low
1859,0.5768503274325075,0.6055092850768731,3,182.67529327265305,6.0,0,sales,medium
1860,0.3862127562789087,0.7396442486521397,3,178.42320631851535,4.0,0,sales,medium
1861,0.7430778709244202,0.5042913900457402,3,179.69706745083684,5.0,0,sales,medium
1862,0.4571841052177757,0.6288923534713489,4,184.2358607739833,6.0,0,engineering,high
1863,0.652050493747952,0.6633853759757882,4,183.9824606864537,6.0,1,operations,low
1864,0.7209166490249823,0.5726585240499279,3,180.3557640112283,5.0,0,sales,high
1865,0.5351129485486614,0.6621278231946056,3,182.99628215052377,6.0,0,operations,medium
1866,0.578765501437193,0.6544510887197895,4,183.57972633530565,6.0,0,retail,low
1867,0.5950367374043121,0.6234812163570066,3,182.696963339272,6.0,0,retail,medium
1868,0.7302503212407352,0.5626817910657114,3,181.142797756636,5.0,0,retail,high
1869,0.7847288021856352,0.5804380012559989,3,183.12225235721127,6.0,0,admin,medium
1870,0.6876980430148972,0.7076323054196401,3,181.9894237480278,6.0,0,IT,medium
1871,0.6261449427074347,0.6473164040871773,3,180.4836050898276,5.0,0,sales,medium
1872,0.7403558492122047,0.5560522861123164,3,179.26274884851796,5.0,0,engineering,medium
1873,0.7102953913354809,0.6940477150768318,4,180.71488345290905,5.0,0,sales,medium
1874,0.5001258944401215,0.6397197073798413,2,179.85822063135964,5.0,0,IT,low
1875,0.5596037038725321,0.6189666078460985,3,185.5585230190908,7.0,1,engineering,medium
1876,0.4303004951783943,0.7102196977814403,2,178.86065010735828,5.0,0,marketing,medium
1877,0.4342761653957825,0.7364542580147331,5,183.97848725956524,6.0,1,engineering,medium
1878,0.5701836118927159,0.641634946457445,3,184.4264888158744,6.0,0,engineering,high
1879,0.5719412991768511,0.6677986909338702,3,180.3916731630985,5.0,0,sales,medium
1880,0.7154596967193669,0.62005407113468,4,178.4672038349573,4.0,0,sales,medium
1881,0.5704528983638698,0.7354565201192402,3,177.8109390057416,4.0,0,operations,high
1882,0.6707038028488553,0.6041565263179991,4,183.2354521916481,6.0,0,logistics,low
1883,0.7392438354180487,0.6362422582820426,3,179.24976788611187,5.0,0,sales,medium
1884,0.7116740552858372,0.6208677902085546,3,180.05563878235745,5.0,0,sales,medium
1885,0.5798898602718341,0.683731622095242,3,181.2091692352081,5.0,0,admin,high
1886,0.7879636160953903,0.5319202092869026,3,182.65575165280404,6.0,0,sales,medium
1887,0.4665770274347068,0.7338423852701299,3,181.23318105656656,5.0,0,admin,medium
1888,0.6217034307934903,0.6516285502467225,3,180.99481395843097,5.0,0,support,medium
1889,0.5057528933952979,0.7122108613920868,3,182.5272946127369,6.0,0,sales,low
1890,0.6871832258057496,0.6178289570464197,3,181.60346124869625,6.0,0,marketing,low
1891,0.5917676635040156,0.6410620485288794,3,183.9335626782465,6.0,0,IT,medium
1892,0.3980916188447942,0.7122725029521283,3,180.1771909061415,5.0,0,finance,medium
1893,0.7878399099565331,0.577556672187728,3,181.27103289932623,5.0,0,admin,medium
1894,0.6192525404659663,0.6474225529267964,3,180.20489246561868,5.0,0,operations,medium
1895,0.4659035324558916,0.6865067657731846,3,179.51129275209323,5.0,0,IT,high
1896,0.6491300115425609,0.6262405130103859,4,181.00171792377463,5.0,0,support,high
1897,0.5558470797219778,0.6530834262856631,4,177.3253347778594,4.0,0,retail,low
1898,0.6044399594876153,0.6169657271516056,3,178.71522865251458,5.0,0,operations,medium
1899,0.6519680588991718,0.671738622859535,3,184.3698949833021,6.0,0,engineering,medium
1900,0.6254077882748708,0.6861074528973383,3,183.09852019587163,6.0,0,sales,medium
1901,0.7115936572529568,0.6260827568186993,3,180.1459109306307,5.0,0,operations,medium
1902,0.502880002454011,0.6995617959821028,3,182.9838936830097,6.0,0,operations,medium
1903,0.5680980280391931,0.6562931651398947,4,181.38678769947947,5.0,0,retail,medium
1904,0.6309597574748849,0.5850998569690327,3,183.92549172744285,6.0,0,admin,medium
1905,0.6979606500456059,0.6233159767684229,4,178.90240440645374,5.0,0,operations,low
1906,0.7262802201162032,0.6520451341196443,4,177.3607612303187,4.0,0,sales,medium
1907,0.5615530919882736,0.7581358563364662,5,179.0606060749936,5.0,0,retail,medium
1908,0.4414793731914066,0.6744975009510554,3,185.50680919614183,7.0,0,operations,medium
1909,0.6339517319248217,0.5818398412827233,3,181.61272055954825,6.0,0,admin,medium
1910,0.3298315220772667,0.7118854987463311,4,182.571383765168,6.0,0,support,medium
1911,0.801119112362726,0.4680196331354499,3,185.2250287297149,7.0,0,engineering,high
1912,0.9288074608255976,0.4720687511150055,3,179.2860957680155,5.0,0,operations,medium
1913,0.7462322051715637,0.5793788352278633,4,180.8454183356806,5.0,0,sales,medium
1914,0.6804574717709875,0.5887401710901845,4,183.62395358191296,6.0,0,engineering,medium
1915,0.598310663581455,0.7012740197415022,4,180.31303951225857,5.0,0,operations,medium
1916,0.5392558092121679,0.5771535456542862,3,181.03124755278907,5.0,0,sales,high
1917,0.6754057580355113,0.6348605303997065,4,180.47469437341985,5.0,0,operations,medium
1918,0.4647968833186143,0.6739665731286484,4,183.7327450726916,6.0,0,operations,medium
1919,0.5657645171813311,0.6843108689735717,4,182.2867439988457,6.0,0,support,medium
1920,0.6152711648893886,0.5777322241244636,3,180.4306494212383,5.0,0,admin,medium
1921,0.6330478435467276,0.6466798727564013,3,181.27398289306709,5.0,0,marketing,medium
1922,0.8030603928943897,0.5316313084203846,4,180.4861733528526,5.0,0,engineering,high
1923,0.6075982327765012,0.5980503844114654,3,181.74846231709563,6.0,0,retail,medium
1924,0.5613748693346556,0.6623774464032063,4,182.6679095933276,6.0,0,marketing,medium
1925,0.3747706862893859,0.7147292631267266,3,184.73612606264288,7.0,0,retail,medium
1926,0.6928099686640923,0.5359978717421445,3,182.17100218870505,6.0,0,engineering,medium
1927,0.596283390006971,0.7959899367264145,3,179.39009200925298,5.0,0,sales,medium
1928,0.4593687198144687,0.6818086523971905,3,185.78358588754924,7.0,1,retail,medium
1929,0.4935259547365734,0.6514417924414094,3,184.7527640769437,7.0,0,sales,medium
1930,0.6062629264085699,0.6978258215342672,3,184.59580560187027,7.0,0,marketing,high
1931,0.6564717122453669,0.6030380167039382,4,181.0164653882657,5.0,0,operations,high
1932,0.3957987237877437,0.7801313433402264,4,183.2483966296116,6.0,0,operations,medium
1933,0.4527169453606918,0.7628440950004816,3,180.84054174060805,5.0,0,engineering,medium
1934,0.5818237752214973,0.724075925922645,3,180.32466104576235,5.0,0,operations,medium
1935,0.4751924965702199,0.7345217093768277,2,181.1322684803673,5.0,0,operations,medium
1936,0.7404395188483125,0.5674419473642887,3,178.32926719866492,4.0,0,retail,low
1937,0.6221232901997069,0.6119165145668016,3,182.6199290391035,6.0,0,sales,medium
1938,0.7949987852248036,0.5217898537723504,3,179.45835430215163,5.0,0,sales,low
1939,0.5652148877071019,0.7010035859430033,3,177.84241691628495,4.0,0,operations,medium
1940,0.6050525001310465,0.6828765318776189,4,178.43576891277974,4.0,0,marketing,medium
1941,0.4724311702696754,0.7857740026702773,3,181.84231977539187,6.0,0,retail,medium
1942,0.8890889889565546,0.563563086304922,2,178.71204731595216,5.0,0,operations,medium
1943,0.4358225124081542,0.7633443517269531,2,183.3796365815797,6.0,0,support,medium
1944,0.5814774483964881,0.7116017437123499,4,177.19340899520887,4.0,0,engineering,medium
1945,0.5186120694736437,0.6791773523630631,4,181.9340260211046,6.0,0,operations,medium
1946,0.5949651590498511,0.6454275536319118,4,182.95506355733949,6.0,0,retail,medium
1947,0.8270065065170592,0.5188711136207871,4,179.52322053783791,5.0,0,engineering,medium
1948,0.4031000499675242,0.6095234672588614,3,188.19017275170663,8.0,0,retail,high
1949,0.5637491624031538,0.6426643967657271,4,183.7312665395306,6.0,0,support,medium
1950,0.5950446152758124,0.5840546742860313,4,183.1209874402928,6.0,0,engineering,medium
